"COD";"DES";"COD_MECC";"COD_PARL";"COD_ART";"CODICE";"DES_FOR";"CODARTFOR";"NOTE";"UNO_UM";"EQUIV_2";"EQUIV_1";"QTA_IDRATI";"QTA_ANIDRI";"TIPO";"ULT_SCAR";"ULT_CARICO";"ULT_FORNI";"MAGAZZINO";"UM";"UN_DERIV";"UBICA_DEST";"CAT";"CAT_STAT";"CAT_OMOG";"CAT_FISC";"CLASCONTO";"CLASSEART";"FAMIGLIA";"FISCALE";"TIPO_PEZZO";"VAR_PREZZO";"NR_CONF";"NR_SCAT";"NR_PED";"ALTEZZA";"LARGHEZZA";"LUNGHEZZA";"NR_COLLI";"NR_COLLI_D";"QTA_FATTUR";"COSTO_STAN";"CUBAGGIO";"PESO_LORDO";"PESO_NETTO";"ASPETTO";"PREZZO_ACQ";"PRACQU_EU";"COD_IVA";"IVA";"NRLIS";"SETTORE";"IMBA";"PR_ULACQ";"PR_ULACQE";"COSTOMEDIO";"COSTOMEDIE";"PR_MEDIO";"PR_MEDIOE";"CONTROP";"PERC_COST";"PERC_VEND";"QORD";"VALORD";"VALORDE";"QCONS";"VALCONS";"VALCONSE";"QORDC";"VALORDC";"VALORDCE";"QCONSC";"VALCONSC";"VALCONSCE";"GIAC_INI";"VAL_INI";"VAL_INIE";"QTA_ACQ";"VAL_ACQ";"VAL_ACQ_E";"QTA_ENT";"VAL_ENT";"VAL_ENT_E";"QTA_VEN";"VAL_VEN";"VAL_VEN_E";"QTA_USC";"VAL_USC";"VAL_USC_E";"ORDINATO";"IMPEGNATO";"QTA_DISP";"VAL_DISP";"VAL_DISP_E";"TIPO_REC";"DES_CASSA";"VENDITA";"OFFERTA_Q";"OFFERTA_A";"FLAG_OQ";"FLAG_OA";"PRZ_MAN";"VIDIMA";"TIPO_QTA";"TIPO_STR";"TIPO_RESO";"SCONTO_SUB";"SCONTO_MAN";"FLAG_EAN2";"PRZ_ALTER";"FIN_AUTO";"COD_VUOTO";"COLL_VUOTO";"PRZ_ALT1";"PRZ_ALT1_E";"PRZ_ALT2";"PRZ_ALT2_E";"PRZ_ALT3";"PRZ_ALT3_E";"PRZ_ALT4";"PRZ_ALT4_E";"PRZ_ALT5";"PRZ_ALT5_E";"BOLLINI_F";"COD_PROM";"ULT_PROM";"PENU_PROM";"COSTO_BOLL";"COSTO_U_B";"COSTO_P_B";"DEC_SIGN";"FLAG_MOLTI";"UN_MIS";"REPARTO";"COD_CASSA";"PRZ_MAX";"PRZ_MAX_E";"PRZ_MIN";"PRZ_MIN_E";"PR_VENDI";"PR_VENDI_E";"COD_FOR";"ULT_VENDI";"DATAIMP";"ESCLUDI";"CODADD";"TAC";"TIPOGRI";"FOTO";"CODDIST";"CODFORM";"DESFOR";"GARANZIA";"NOMOVMAG";"OBSOLETO";"PRODINTE";"GGDIPROD";"FLCOSTO";"COSTOFI";"azienda.db";"";"";"";"";"";"";""
"60";"BIANCOSTATO  C.OSSO SCOT.";"";"";"";"23000010";"";"";"";"";"";"";"";"";"";"20250510";"20250413";"23100015";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12586";"6.50000";"10";"";"";"";"";"13941";"7.20000";"12234";"6.31844";"";"";"";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"";"";"47.7400";"584051";"301.64";"15780.3100";"184389483";"95229.79";"15780.3100";"184389483";"95229.79";"15696.980";"163422220";"84400.60";"15887.370";"165352929";"85397.73";"0.000";"0.000";"-59.320";"-826980";"-427.10";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"61";"CHUCK ROLL BOVINO SV";"";"";"";"23000010";"";"";"";"";"";"";"";"";"";"20210914";"20210914";"23000024";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13360";"6.90000";"10";"";"";"";"";"13941";"7.20000";"0";"0.00000";"";"";"";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.000";"0";"0.00";"0.000";"0";"0.00";"0.000";"0.000";"0.000";"0";"0.00";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"62";"MUSCOLO BOVINO ADULTO";"";"";"";"23000010";"";"";"";"";"";"";"";"";"";"20250520";"20250522";"23000010";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14522";"7.50000";"10";"";"";"";"";"14716";"7.60000";"12356";"6.38126";"";"";"";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"";"";"208.3100";"2573878";"1329.28";"6028.3500";"82570957";"42644.29";"6028.3500";"82570957";"42644.29";"6073.730";"66443787";"34315.57";"6085.770";"66637188";"34415.46";"0.000";"0.000";"150.890";"2220497";"1146.76";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"LOTTO PL";"LOTTO PL";"";"";"";"23000011";"";"";"";"";"";"";"";"";"";"20250513";"20221124";"23000024";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10";"";"";"";"";"";"";"0";"0.00000";"";"";"";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.000";"0";"0.00";"0.000";"0";"0.00";"0.000";"0.000";"0.000";"0";"0.00";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"FILETTI BOVINO";"";"";"";"23000003";"";"";"";"";"";"";"";"";"";"20241221";"20241219";"23000006";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.00000";"10";"";"";"";"";"34466";"17.80000";"24010";"12.40000";"";"";"";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"";"";"2.7000";"64827";"33.48";"6.0000";"206793";"106.80";"6.0000";"206793";"106.80";"3.300";"44728";"23.10";"3.300";"44728";"23.10";"0.000";"0.000";"2.700";"64827";"33.48";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"SPALLE SUINO NAZ";"";"";"";"23000005";"";"";"";"";"";"";"";"";"";"20250522";"20250520";"23000028";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.00000";"10";"";"";"";"";"6099";"3.15000";"8793";"4.54140";"";"";"";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"";"";"122.2000";"1074505";"554.96";"40822.3000";"328471053";"169642.40";"40822.3000";"328471053";"169642.40";"40743.150";"353669369";"182656.13";"41132.000";"356517471";"184127.08";"0.000";"0.000";"-187.500";"-1143563";"-590.63";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"44";"PANCETTE TESE STAGIONATE";"";"";"";"23000012";"";"";"";"";"";"";"";"";"";"20250508";"20250502";"23000012";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"39694";"20.50000";"10";"";"";"";"";"14135";"7.30000";"15889";"8.20596";"";"";"";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"";"";"334.8000";"5319637";"2747.36";"1698.1000";"27905083";"14411.77";"1698.1000";"27905083";"14411.77";"1281.220";"17542836";"9060.04";"1302.590";"18157544";"9377.51";"0.000";"0.000";"730.310";"10322932";"5331.26";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"42";"PANCETTE ARROTOLATE";"";"";"";"23000012";"";"";"";"";"";"";"";"";"";"20250517";"20250509";"23000012";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"16458";"8.50000";"10";"";"";"";"";"16652";"8.60000";"18497";"9.55278";"";"";"";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"";"";"-18.4000";"-340345";"-175.77";"1868.5000";"31037808";"16029.70";"1868.5000";"31037808";"16029.70";"1844.320";"35933026";"18557.64";"1845.920";"35959484";"18571.30";"0.000";"0.000";"4.180";"69605";"35.95";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"100";"GUANCIALI";"";"";"";"23000002";"";"";"";"";"";"";"";"";"";"20250522";"20250517";"23000002";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"25172";"13.00000";"10";"";"";"";"";"194";"0.10000";"7100";"3.66679";"";"";"";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"";"";"21.5000";"152650";"78.84";"332.9000";"701778";"362.45";"332.9000";"701778";"362.45";"238.350";"2947517";"1522.27";"344.600";"2968045";"1532.89";"0.000";"0.000";"9.800";"1901";"0.98";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"70";"SPALLA BOVINO ADULTO";"";"";"";"23000011";"";"";"";"";"";"";"";"";"";"20201121";"20201121";"23000011";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.00000";"10";"";"";"";"";"9004";"4.65000";"0";"0.00000";"";"";"";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.000";"0";"0.00";"0.000";"0";"0.00";"0.000";"0.000";"0.000";"0";"0.00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"71";"SCAMONE BOVINO SV";"";"";"";"23000011";"";"";"";"";"";"";"";"";"";"20250519";"20250418";"23000010";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"16071";"8.30000";"10";"";"";"";"";"17620";"9.10000";"15098";"7.79723";"";"";"";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"";"";"78.8050";"1189798";"614.46";"519.3300";"8702412";"4494.44";"519.3300";"8702412";"4494.44";"472.620";"6553202";"3384.45";"473.620";"6570822";"3393.55";"0.000";"0.000";"124.515";"2193954";"1133.09";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"72";"NOCE B/A SV";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10";"";"";"";"";"";"";"0";"0.00000";"";"";"";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.000";"0";"0.00";"0.000";"0";"0.00";"0.000";"0.000";"0.000";"0";"0.00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";""
"73";"NOCE B/A SV";"";"";"";"23000015";"";"";"";"";"";"";"";"";"";"20250507";"20250516";"23000010";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"18395";"9.50000";"10";"";"";"";"";"18588";"9.60000";"13372";"6.90627";"";"";"";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"";"";"226.0400";"3022607";"1561.09";"4475.6100";"65299150";"34233.61";"4475.6100";"65299150";"34233.61";"4287.860";"49438420";"25533.02";"4287.860";"49438420";"25533.02";"0.000";"0.000";"413.790";"7691529";"3972.38";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"74";"ALETTA BOVINO ADULTO";"";"";"";"23000010";"";"";"";"";"";"";"";"";"";"20240726";"20240725";"23000010";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.00000";"10";"";"";"";"";"10649";"5.50000";"16942";"8.75000";"";"";"";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"0";"0.00";"7.9300";"184253";"95.16";"7.9300";"184253";"95.16";"7.930";"84450";"43.62";"7.930";"84450";"43.62";"0.000";"0.000";"0.000";"0";"0.00";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"75";"COSTATE BOVINO ADULTO SV";"";"";"";"23000010";"";"";"";"";"";"";"";"";"";"20250522";"20250522";"23000010";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"25172";"13.00000";"10";"";"";"";"";"20524";"10.60000";"16996";"8.77750";"";"";"";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"";"";"1178.6300";"20031995";"10345.42";"35849.1300";"607422945";"313784.15";"35849.1300";"607422945";"313784.15";"35179.590";"579100815";"299081.26";"35205.270";"579497485";"299286.21";"0.000";"0.000";"1822.490";"37404785";"19318.39";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"76";"FILETTO BOVINO SV";"";"";"";"23000010";"";"";"";"";"";"";"";"";"";"20250522";"20250522";"23100002";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.00000";"10";"";"";"";"";"45502";"23.50000";"42614";"22.00849";"";"";"";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"";"";"2.3100";"98438";"50.84";"1266.3300";"54491539";"28142.55";"1266.3300";"54491539";"28142.55";"1215.690";"52854213";"27296.91";"1266.430";"54827504";"28316.03";"0.000";"0.000";"2.210";"100559";"51.94";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"78";"SPINACINO BOVINO SV";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10";"";"";"";"";"";"";"0";"0.00000";"";"";"";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.000";"0";"0.00";"0.000";"0";"0.00";"0.000";"0.000";"0.000";"0";"0.00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";""
"77";"SCAMONE BOVINO SV";"";"";"";"23000010";"";"";"";"";"";"";"";"";"";"20240328";"20240327";"23000010";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"16071";"8.30000";"10";"";"";"";"";"11618";"6.00000";"13893";"7.17500";"";"";"";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"0";"0.00";"21.4200";"248849";"128.52";"21.4200";"248849";"128.52";"21.420";"346318";"178.86";"21.420";"346318";"178.86";"0.000";"0.000";"0.000";"0";"0.00";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"80";"CARRE BOV. AD SASHI FINLANDIA";"";"";"";"23000010";"";"";"";"";"";"";"";"";"";"20240420";"20240419";"23000031";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"26837";"13.86000";"10";"";"";"";"";"34562";"17.85000";"32650";"16.86250";"";"";"";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"0";"0.00";"42.5000";"1468902";"758.63";"42.5000";"1468902";"758.63";"42.500";"1265750";"653.70";"42.500";"1265750";"653.70";"0.000";"0.000";"0.000";"0";"0.00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"81";"ROASTBEEF BOVINO ADULTO C/OSSO FRIS.";"";"";"";"23000010";"";"";"";"";"";"";"";"";"";"20230706";"20230704";"23000032";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"26837";"13.86000";"10";"";"";"";"";"18007";"9.30000";"0";"0.00000";"";"";"";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"";"";"0.0000";"";"";"0.5000";"0";"0.00";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.000";"0";"0.00";"0.000";"0";"0.00";"0.000";"0.000";"0.500";"0";"0.00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"85";"ROASTBEEF SCOTTONA C/O PL";"";"";"";"23000024";"";"";"";"";"";"";"";"";"";"20230522";"20230519";"23000010";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"20331";"10.50000";"10";"";"";"";"";"18007";"9.30000";"0";"0.00000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.000";"0";"0.00";"0.000";"0";"0.00";"";"";"0.000";"0";"0.00";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"82";"ROASTBEEF BOVINO C/OSSO ANGUS";"";"";"";"23000024";"";"";"";"";"";"";"";"";"";"20230630";"20230630";"23000010";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"26140";"13.50000";"10";"";"";"";"";"32917";"17.00000";"0";"0.00000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"-2.8000";"0";"0.00";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.000";"0";"0.00";"0.000";"0";"0.00";"";"";"-2.800";"0";"0.00";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"53";"PANCETTE C.COSTINE TD";"";"";"";"23000024";"";"";"";"";"";"";"";"";"";"20250522";"20250517";"23000042";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"5712";"2.95000";"10";"";"";"";"";"6874";"3.55000";"6860";"3.54282";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"517.9180";"3552917";"1834.89";"26379.9000";"164841815";"85133.40";"26379.9000";"164841815";"85133.40";"26219.790";"180757624";"93352.01";"26548.812";"181031239";"93493.34";"";"";"349.006";"2399067";"1238.97";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"54";"PANCETTE C.COSTINE NAZ";"";"";"";"23000024";"";"";"";"";"";"";"";"";"";"20250519";"20250509";"23000028";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"6196";"3.20000";"10";"";"";"";"";"6777";"3.50000";"7504";"3.87563";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"150.6000";"1130102";"583.67";"7022.7000";"45605406";"23553.33";"7022.7000";"45605406";"23553.33";"6956.600";"50901193";"26288.36";"7052.600";"51469016";"26581.66";"";"";"120.700";"817984";"422.45";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"SFRIDO";"CALO PESO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"KG";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10";"";"";"";"";"";"";"0";"0.00000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.000";"0";"0.00";"0.000";"0";"0.00";"";"";"0.000";"0";"0.00";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"90";"ORO TONNO";"";"";"";"23000030";"";"";"";"";"";"";"";"";"";"20250430";"20250422";"23000049";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"5145";"2.65700";"10";"";"";"";"";"5809";"3.00000";"7955";"4.10842";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3.5000";"27843";"14.38";"2796.2500";"15807568";"8163.69";"2796.2500";"15807568";"8163.69";"2784.750";"14795076";"7640.95";"2784.750";"14795076";"7640.95";"";"";"15.000";"87135";"45.00";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"200";"ENTRECOTE PL BOV.WOLOWINA SV";"";"";"";"23000031";"";"";"";"";"";"";"";"";"";"20240403";"20240326";"23000031";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.00000";"10";"";"";"";"";"48794";"25.20000";"145414";"75.10000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.0000";"0";"0.00";"4.4300";"216157";"111.64";"4.4300";"216157";"111.64";"4.430";"1072210";"553.75";"4.430";"1072210";"553.75";"";"";"0.000";"0";"0.00";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
